Year,Week,Team,Player,Position,Slot Position,Points,Projected Points
2019,1,Justin,Christian McCaffrey,RB,RB,42.9,20.96
2019,1,Justin,Patrick Mahomes,QB,QB,27.32,19.91
2019,1,Justin,T.Y. Hilton,WR,WR,28.7,12.78
2019,1,Justin,Sony Michel,RB,RB,1.4,11.88
2019,1,Justin,DJ Moore,WR,WR,12.6,13.01
2019,1,Justin,Calvin Ridley,WR,RB/WR/TE,16.4,11.47
2019,1,Justin,David Njoku,TE,TE,13.7,8.83
2019,1,Justin,Greg Zuerlein,K,K,14.0,8.85
2019,1,Justin,Christian Kirk,WR,BE,10.4,10.34
2019,1,Justin,Ronald Jones,RB,BE,10.3,6.05
2019,1,Justin,Chargers D/ST,D/ST,D/ST,1.0,7.86
2019,1,Justin,Courtland Sutton,WR,BE,19.0,10.27
2019,1,Justin,Kenny Stills,WR,BE,12.7,6.94
2019,1,Justin,C.J. Anderson,RB,BE,3.5,5.72
2019,1,Justin,John Ross,WR,BE,34.8,9.03
2019,1,Justin,Greg Olsen,TE,BE,7.6,8.41
2019,1,Klapp,Todd Gurley II,RB,RB,11.1,16.98
2019,1,Klapp,Tyreek Hill,WR,WR,4.1,17.29
2019,1,Klapp,Stefon Diggs,WR,WR,5.7,14.33
2019,1,Klapp,George Kittle,TE,TE,13.4,14.89
2019,1,Klapp,Marlon Mack,RB,RB,25.4,11.05
2019,1,Klapp,Tarik Cohen,RB,RB/WR/TE,12.9,11.22
2019,1,Klapp,Russell Wilson,QB,QB,16.6,18.19
2019,1,Klapp,Bears D/ST,D/ST,D/ST,10.0,7.49
2019,1,Klapp,Wil Lutz,K,K,14.0,9.57
2019,1,Klapp,Robbie Chosen,WR,BE,5.3,11.41
2019,1,Klapp,Adrian Peterson,RB,BE,0.0,0.0
2019,1,Klapp,Golden Tate,WR,BE,0.0,0.0
2019,1,Klapp,DaeSean Hamilton,WR,BE,2.5,9.19
2019,1,Klapp,Donte Moncrief,WR,BE,3.7,9.86
2019,1,Klapp,Darren Waller,TE,BE,14.0,8.65
2019,1,Klapp,Devin Singletary,RB,BE,14.8,10.12
2019,1,Dante,Michael Thomas,WR,WR,22.3,18.52
2019,1,Dante,Joe Mixon,RB,RB,3.7,16.23
2019,1,Dante,Zach Ertz,TE,TE,10.4,13.17
2019,1,Dante,Phillip Lindsay,RB,BE,10.6,11.87
2019,1,Dante,Tevin Coleman,RB,RB/WR/TE,7.6,11.66
2019,1,Dante,Chris Carson,RB,RB,24.0,15.64
2019,1,Dante,Cooper Kupp,WR,WR,11.6,12.59
2019,1,Dante,Eric Ebron,TE,BE,1.8,7.4
2019,1,Dante,Darrell Henderson Jr.,RB,BE,0.0,5.88
2019,1,Dante,Emmanuel Sanders,WR,BE,19.6,11.97
2019,1,Dante,Jordan Howard,RB,BE,7.5,8.84
2019,1,Dante,Ravens D/ST,D/ST,D/ST,14.0,5.37
2019,1,Dante,Tre'Quan Smith,WR,BE,10.6,5.22
2019,1,Dante,Kirk Cousins,QB,QB,14.32,17.33
2019,1,Dante,Matt Bryant,K,K,0.0,8.14
2019,1,Zach,Odell Beckham Jr.,WR,WR,14.1,16.29
2019,1,Zach,James Conner,RB,RB,10.5,15.23
2019,1,Zach,Robert Woods,WR,BE,16.6,13.4
2019,1,Zach,Mark Ingram II,RB,RB,22.7,14.35
2019,1,Zach,James White,RB,RB/WR/TE,13.2,13.95
2019,1,Zach,Kenny Golladay,WR,WR,14.2,13.99
2019,1,Zach,LeSean McCoy,RB,BE,10.3,5.12
2019,1,Zach,Jared Goff,QB,QB,9.44,17.24
2019,1,Zach,Jimmy Graham,TE,TE,12.0,8.09
2019,1,Zach,DeSean Jackson,WR,BE,35.4,8.87
2019,1,Zach,Robbie Gould,K,K,11.0,7.99
2019,1,Zach,Keke Coutee,WR,BE,0.0,7.42
2019,1,Zach,DeVante Parker,WR,BE,10.5,8.1
2019,1,Zach,Marquise Goodwin,WR,BE,1.7,6.63
2019,1,Zach,Marqise Lee,WR,BE,0.0,6.01
2019,1,Zach,Jets D/ST,D/ST,D/ST,19.0,7.33
2019,1,Michael,Nick Chubb,RB,RB,11.5,17.66
2019,1,Michael,Davante Adams,WR,WR,7.6,16.94
2019,1,Michael,Julian Edelman,WR,WR,16.38,16.38
2019,1,Michael,Drew Brees,QB,QB,20.8,18.53
2019,1,Michael,O.J. Howard,TE,TE,5.2,10.32
2019,1,Michael,Aaron Jones Sr.,RB,RB,4.9,12.52
2019,1,Michael,Chris Godwin Jr.,WR,RB/WR/TE,14.3,12.59
2019,1,Michael,Harrison Butker,K,K,17.0,8.55
2019,1,Michael,Rashaad Penny,RB,BE,1.8,9.18
2019,1,Michael,Vikings D/ST,D/ST,D/ST,15.0,4.74
2019,1,Michael,Carlos Hyde,RB,BE,9.5,3.65
2019,1,Michael,Corey Davis,WR,BE,0.0,10.19
2019,1,Michael,Noah Fant,TE,BE,4.4,6.89
2019,1,Michael,Peyton Barber,RB,BE,6.5,9.36
2019,1,Michael,Albert Wilson,WR,BE,3.4,8.51
2019,1,Michael,Parris Campbell,WR,BE,1.8,4.79
2019,1,McGwire,Saquon Barkley,RB,RB,17.9,23.12
2019,1,McGwire,Adam Thielen,WR,WR,13.3,15.27
2019,1,McGwire,Deshaun Watson,QB,QB,30.72,21.47
2019,1,McGwire,T.J. Hockenson,TE,TE,25.1,7.05
2019,1,McGwire,Mike Williams,WR,WR,4.9,12.67
2019,1,McGwire,Jordan Reed,TE,BE,0.0,0.0
2019,1,McGwire,Bills D/ST,D/ST,D/ST,11.0,6.69
2019,1,McGwire,Justin Tucker,K,K,11.0,9.19
2019,1,McGwire,Hollywood Brown,WR,BE,30.7,7.86
2019,1,McGwire,Jimmy Garoppolo,QB,BE,10.44,17.31
2019,1,McGwire,Cole Beasley,WR,RB/WR/TE,9.0,9.29
2019,1,McGwire,Derrius Guice,RB,BE,6.8,12.72
2019,1,McGwire,Leonard Fournette,RB,RB,11.4,17.45
2019,1,McGwire,Matthew Stafford,QB,BE,27.6,15.48
2019,1,McGwire,Dallas Goedert,TE,BE,3.6,6.93
2019,1,McGwire,Mohamed Sanu,WR,BE,10.7,9.2
2019,1,Andrew,David Johnson,RB,RB,25.7,19.41
2019,1,Andrew,Mike Evans,WR,WR,4.8,15.97
2019,1,Andrew,Dalvin Cook,RB,RB,26.0,16.58
2019,1,Andrew,Aaron Rodgers,QB,BE,12.92,15.94
2019,1,Andrew,Tyler Lockett,WR,RB/WR/TE,11.4,12.71
2019,1,Andrew,Jared Cook,TE,TE,5.7,10.68
2019,1,Andrew,Sammy Watkins,WR,BE,46.8,10.72
2019,1,Andrew,Tyler Boyd,WR,WR,14.3,14.14
2019,1,Andrew,Tom Brady,QB,QB,25.64,18.22
2019,1,Andrew,Adam Vinatieri,K,BE,3.0,6.62
2019,1,Andrew,Saints D/ST,D/ST,D/ST,4.0,6.82
2019,1,Andrew,Vance McDonald,TE,BE,6.0,9.58
2019,1,Andrew,Dion Lewis,RB,BE,4.3,8.11
2019,1,Andrew,Michael Gallup,WR,BE,22.8,10.03
2019,1,Andrew,Kyle Rudolph,TE,BE,0.0,8.31
2019,1,Andrew,Matt Prater,K,K,11.0,7.06
2019,1,Carter,DeAndre Hopkins,WR,WR,31.1,19.71
2019,1,Carter,Josh Jacobs,RB,RB,24.3,15.64
2019,1,Carter,Allen Robinson,WR,WR,17.2,12.87
2019,1,Carter,Evan Engram,TE,TE,28.6,11.97
2019,1,Carter,Cam Newton,QB,QB,5.36,18.49
2019,1,Carter,Dede Westbrook,WR,RB/WR/TE,14.2,12.53
2019,1,Carter,Kyler Murray,QB,BE,21.62,17.88
2019,1,Carter,Stephen Gostkowski,K,K,16.0,8.34
2019,1,Carter,Kareem Hunt,RB,BE,0.0,0.0
2019,1,Carter,Jack Doyle,TE,BE,3.0,8.19
2019,1,Carter,KeeSean Johnson,WR,BE,9.6,3.88
2019,1,Carter,David Montgomery,RB,RB,5.5,11.13
2019,1,Carter,Miles Sanders,RB,BE,3.7,10.25
2019,1,Carter,Devin Funchess,WR,BE,6.2,7.51
2019,1,Carter,Tyrell Williams,WR,BE,22.5,12.45
2019,1,Carter,Broncos D/ST,D/ST,D/ST,-1.0,6.43
2019,1,Haris,Le'Veon Bell,RB,RB,23.2,15.87
2019,1,Haris,Ezekiel Elliott,RB,RB,13.3,21.36
2019,1,Haris,Amari Cooper,WR,WR,22.6,15.07
2019,1,Haris,Jarvis Landry,WR,WR,11.7,11.44
2019,1,Haris,William Fuller V,WR,RB/WR/TE,8.9,9.37
2019,1,Haris,Baker Mayfield,QB,BE,9.4,16.58
2019,1,Haris,Dak Prescott,QB,QB,33.4,21.22
2019,1,Haris,Austin Hooper,TE,TE,16.7,9.33
2019,1,Haris,Nyheim Miller-Hines,RB,BE,5.7,7.51
2019,1,Haris,Alexander Mattison,RB,BE,4.9,3.3
2019,1,Haris,Royce Freeman,RB,BE,7.1,9.74
2019,1,Haris,Benny Snell Jr.,RB,BE,0.0,2.11
2019,1,Haris,Ryquell Armstead,RB,BE,0.7,6.46
2019,1,Haris,Marquez Valdes-Scantling,WR,BE,9.2,8.85
2019,1,Haris,Browns D/ST,D/ST,D/ST,1.0,7.13
2019,1,Haris,Brett Maher,K,K,5.0,8.65
2019,1,Ethan,Devonta Freeman,RB,RB,4.1,14.34
2019,1,Ethan,JuJu Smith-Schuster,WR,WR,13.8,18.04
2019,1,Ethan,Derrick Henry,RB,RB,28.9,13.8
2019,1,Ethan,Brandin Cooks,WR,WR,5.9,14.44
2019,1,Ethan,Kenyan Drake,RB,RB/WR/TE,4.7,13.13
2019,1,Ethan,Delanie Walker,TE,TE,22.5,9.35
2019,1,Ethan,Dante Pettis,WR,BE,1.7,10.16
2019,1,Ethan,Philip Rivers,QB,QB,23.92,16.68
2019,1,Ethan,Jaguars D/ST,D/ST,D/ST,-8.0,4.59
2019,1,Ethan,Jake Elliott,K,K,6.0,8.15
2019,1,Ethan,DK Metcalf,WR,BE,12.9,8.61
2019,1,Ethan,John Brown,WR,BE,25.3,8.6
2019,1,Ethan,Tyler Eifert,TE,BE,7.7,6.97
2019,1,Ethan,Derek Carr,QB,BE,14.56,15.48
2019,1,Ethan,Larry Fitzgerald,WR,BE,25.3,10.88
2019,1,Ethan,Frank Gore,RB,BE,2.0,6.41
2019,1,Noah,Alvin Kamara,RB,RB,23.9,21.17
2019,1,Noah,Travis Kelce,TE,TE,11.8,16.7
2019,1,Noah,Keenan Allen,WR,WR,26.3,15.94
2019,1,Noah,Melvin Gordon III,RB,BE,0.0,0.0
2019,1,Noah,Alshon Jeffery,WR,WR,22.1,12.22
2019,1,Noah,Matt Ryan,QB,BE,18.56,17.56
2019,1,Noah,Sterling Shepard,WR,RB/WR/TE,10.2,13.88
2019,1,Noah,Rams D/ST,D/ST,D/ST,9.0,5.4
2019,1,Noah,Ka'imi Fairbairn,K,K,4.0,8.7
2019,1,Noah,Lamar Jackson,QB,QB,33.56,18.85
2019,1,Noah,James Washington,WR,BE,7.1,9.1
2019,1,Noah,Josh Gordon,WR,BE,16.3,12.7
2019,1,Noah,Justin Jackson,RB,BE,7.1,9.03
2019,1,Noah,Duke Johnson,RB,RB,13.0,12.31
2019,1,Noah,Tony Pollard,RB,BE,2.4,4.68
2019,1,Noah,Darwin Thompson,RB,BE,1.3,2.43
2019,1,Nathan,Julio Jones,WR,WR,15.1,16.85
2019,1,Nathan,Antonio Brown,WR,BE,0.0,0.0
2019,1,Nathan,Kerryon Johnson,RB,RB,8.2,14.97
2019,1,Nathan,Damien Williams,RB,RB/WR/TE,18.5,12.19
2019,1,Nathan,A.J. Green,WR,BE,0.0,0.0
2019,1,Nathan,Hunter Henry,TE,TE,10.0,9.97
2019,1,Nathan,Austin Ekeler,RB,RB,39.4,15.94
2019,1,Nathan,Matt Breida,RB,BE,3.7,10.68
2019,1,Nathan,Latavius Murray,RB,BE,12.7,8.34
2019,1,Nathan,Marvin Jones Jr.,WR,WR,10.0,12.19
2019,1,Nathan,Carson Wentz,QB,QB,25.02,19.25
2019,1,Nathan,Anthony Miller,WR,BE,0.0,6.0
2019,1,Nathan,Curtis Samuel,WR,BE,6.2,10.24
2019,1,Nathan,Kalen Ballage,RB,BE,2.2,7.0
2019,1,Nathan,Eagles D/ST,D/ST,D/ST,0.0,7.14
2019,1,Nathan,Daniel Carlson,K,K,6.0,8.27
2019,2,Klapp,Todd Gurley II,RB,RB,15.7,13.74
2019,2,Klapp,Tyreek Hill,WR,BE,0.0,0.0
2019,2,Klapp,Stefon Diggs,WR,WR,9.9,14.63
2019,2,Klapp,George Kittle,TE,TE,8.4,15.58
2019,2,Klapp,Marlon Mack,RB,RB,8.3,13.11
2019,2,Klapp,Tarik Cohen,RB,BE,4.5,11.24
2019,2,Klapp,Russell Wilson,QB,QB,24.2,17.88
2019,2,Klapp,Bears D/ST,D/ST,D/ST,4.0,6.09
2019,2,Klapp,Wil Lutz,K,K,12.0,7.87
2019,2,Klapp,Robbie Chosen,WR,WR,12.1,10.88
2019,2,Klapp,Adrian Peterson,RB,BE,11.2,10.89
2019,2,Klapp,Golden Tate,WR,BE,0.0,0.0
2019,2,Klapp,Darren Waller,TE,BE,12.3,11.39
2019,2,Klapp,Devin Singletary,RB,RB/WR/TE,11.7,10.87
2019,2,Klapp,A.J. Brown,WR,BE,5.5,8.24
2019,2,Klapp,Ted Ginn Jr.,WR,BE,0.0,9.34
2019,2,Zach,Odell Beckham Jr.,WR,WR,28.1,17.04
2019,2,Zach,James Conner,RB,RB,13.5,16.95
2019,2,Zach,Robert Woods,WR,BE,6.2,14.42
2019,2,Zach,Mark Ingram II,RB,RB,9.7,12.83
2019,2,Zach,James White,RB,RB/WR/TE,11.9,12.21
2019,2,Zach,Kenny Golladay,WR,BE,25.7,12.39
2019,2,Zach,LeSean McCoy,RB,BE,5.3,11.65
2019,2,Zach,Jared Goff,QB,QB,19.12,17.05
2019,2,Zach,Jimmy Graham,TE,TE,0.0,8.32
2019,2,Zach,DeSean Jackson,WR,WR,0.0,11.72
2019,2,Zach,Robbie Gould,K,K,10.0,7.96
2019,2,Zach,Keke Coutee,WR,BE,2.7,7.14
2019,2,Zach,DeVante Parker,WR,BE,0.0,8.51
2019,2,Zach,Marquise Goodwin,WR,BE,16.7,6.98
2019,2,Zach,Marqise Lee,WR,BE,0.0,0.0
2019,2,Zach,49ers D/ST,D/ST,D/ST,7.0,6.15
2019,2,McGwire,Saquon Barkley,RB,RB,22.5,23.03
2019,2,McGwire,Adam Thielen,WR,WR,12.5,15.36
2019,2,McGwire,Deshaun Watson,QB,QB,12.86,18.68
2019,2,McGwire,T.J. Hockenson,TE,TE,1.7,9.14
2019,2,McGwire,Mike Williams,WR,BE,11.3,9.97
2019,2,McGwire,Jordan Reed,TE,BE,0.0,0.0
2019,2,McGwire,Bills D/ST,D/ST,D/ST,5.0,6.01
2019,2,McGwire,Justin Tucker,K,K,13.0,9.55
2019,2,McGwire,Hollywood Brown,WR,WR,16.6,8.71
2019,2,McGwire,Jimmy Garoppolo,QB,BE,22.64,15.87
2019,2,McGwire,Cole Beasley,WR,BE,12.3,9.68
2019,2,McGwire,Leonard Fournette,RB,RB,12.7,15.58
2019,2,McGwire,Matthew Stafford,QB,BE,15.1,15.55
2019,2,McGwire,Dallas Goedert,TE,BE,0.0,7.49
2019,2,McGwire,Mohamed Sanu,WR,BE,5.6,9.45
2019,2,McGwire,Danny Amendola,WR,RB/WR/TE,0.0,9.4
2019,2,Justin,Christian McCaffrey,RB,RB,7.3,25.12
2019,2,Justin,Patrick Mahomes,QB,QB,31.62,24.76
2019,2,Justin,T.Y. Hilton,WR,WR,14.3,13.34
2019,2,Justin,Sony Michel,RB,RB,12.3,11.97
2019,2,Justin,DJ Moore,WR,BE,17.9,13.05
2019,2,Justin,Calvin Ridley,WR,WR,24.5,12.52
2019,2,Justin,David Njoku,TE,TE,0.0,9.41
2019,2,Justin,Greg Zuerlein,K,K,9.0,9.55
2019,2,Justin,Christian Kirk,WR,BE,17.4,11.23
2019,2,Justin,Ronald Jones,RB,BE,0.9,10.44
2019,2,Justin,Chargers D/ST,D/ST,D/ST,7.0,5.84
2019,2,Justin,Courtland Sutton,WR,BE,8.0,11.36
2019,2,Justin,Kenny Stills,WR,BE,5.8,6.08
2019,2,Justin,C.J. Anderson,RB,BE,0.8,6.47
2019,2,Justin,John Ross,WR,RB/WR/TE,21.2,11.59
2019,2,Justin,Greg Olsen,TE,BE,17.0,9.21
2019,2,Carter,DeAndre Hopkins,WR,WR,9.0,15.97
2019,2,Carter,Josh Jacobs,RB,RB,9.9,16.71
2019,2,Carter,Allen Robinson,WR,WR,8.1,12.82
2019,2,Carter,Evan Engram,TE,TE,10.8,12.63
2019,2,Carter,Cam Newton,QB,QB,11.32,19.03
2019,2,Carter,Dede Westbrook,WR,BE,1.3,10.81
2019,2,Carter,Kyler Murray,QB,BE,16.36,15.32
2019,2,Carter,Stephen Gostkowski,K,K,6.0,8.18
2019,2,Carter,Kareem Hunt,RB,BE,0.0,0.0
2019,2,Carter,Jack Doyle,TE,BE,4.1,7.84
2019,2,Carter,David Montgomery,RB,RB,13.8,10.0
2019,2,Carter,Miles Sanders,RB,BE,6.7,9.5
2019,2,Carter,Tyrell Williams,WR,RB/WR/TE,15.6,14.79
2019,2,Carter,Patriots D/ST,D/ST,D/ST,35.0,6.37
2019,2,Carter,Chris Thompson,RB,BE,10.1,11.62
2019,2,Carter,DJ Chark,WR,BE,18.5,8.8
2019,2,Dante,Michael Thomas,WR,WR,18.9,18.46
2019,2,Dante,Joe Mixon,RB,RB,5.7,14.84
2019,2,Dante,Zach Ertz,TE,TE,17.2,14.52
2019,2,Dante,Phillip Lindsay,RB,RB/WR/TE,10.6,13.09
2019,2,Dante,Tevin Coleman,RB,BE,0.0,0.0
2019,2,Dante,Chris Carson,RB,RB,9.7,15.23
2019,2,Dante,Cooper Kupp,WR,WR,17.6,13.18
2019,2,Dante,Eric Ebron,TE,BE,11.5,7.04
2019,2,Dante,Darrell Henderson Jr.,RB,BE,0.0,1.26
2019,2,Dante,Emmanuel Sanders,WR,BE,28.8,10.67
2019,2,Dante,Jordan Howard,RB,BE,3.6,7.05
2019,2,Dante,Ravens D/ST,D/ST,D/ST,4.0,8.57
2019,2,Dante,Tre'Quan Smith,WR,BE,7.9,5.31
2019,2,Dante,Kirk Cousins,QB,QB,8.9,16.11
2019,2,Dante,Matt Bryant,K,K,7.0,9.31
2019,2,Dante,Terry McLaurin,WR,BE,17.2,10.25
2019,2,Ethan,Devonta Freeman,RB,RB,9.4,15.77
2019,2,Ethan,JuJu Smith-Schuster,WR,WR,13.4,16.29
2019,2,Ethan,Derrick Henry,RB,RB,17.4,15.32
2019,2,Ethan,Brandin Cooks,WR,WR,16.6,14.37
2019,2,Ethan,Kenyan Drake,RB,BE,9.8,11.64
2019,2,Ethan,Delanie Walker,TE,TE,7.9,9.13
2019,2,Ethan,Dante Pettis,WR,BE,0.64,5.02
2019,2,Ethan,Philip Rivers,QB,QB,10.92,16.84
2019,2,Ethan,Jaguars D/ST,D/ST,D/ST,9.0,6.89
2019,2,Ethan,Jake Elliott,K,K,7.0,8.4
2019,2,Ethan,DK Metcalf,WR,BE,15.1,9.58
2019,2,Ethan,John Brown,WR,RB/WR/TE,14.2,10.0
2019,2,Ethan,Tyler Eifert,TE,BE,9.9,6.73
2019,2,Ethan,Derek Carr,QB,BE,9.72,18.48
2019,2,Ethan,Larry Fitzgerald,WR,BE,15.4,11.87
2019,2,Ethan,Frank Gore,RB,BE,16.3,7.51
2019,2,Michael,Nick Chubb,RB,RB,19.8,18.53
2019,2,Michael,Davante Adams,WR,WR,17.6,16.22
2019,2,Michael,Julian Edelman,WR,WR,9.2,13.8
2019,2,Michael,Drew Brees,QB,QB,-0.48,17.02
2019,2,Michael,O.J. Howard,TE,TE,0.0,8.45
2019,2,Michael,Aaron Jones Sr.,RB,RB,25.0,14.21
2019,2,Michael,Chris Godwin Jr.,WR,RB/WR/TE,26.1,14.35
2019,2,Michael,Harrison Butker,K,K,4.0,9.08
2019,2,Michael,Rashaad Penny,RB,BE,13.5,6.85
2019,2,Michael,Vikings D/ST,D/ST,D/ST,6.0,6.04
2019,2,Michael,Carlos Hyde,RB,BE,9.0,7.73
2019,2,Michael,Corey Davis,WR,BE,6.8,7.96
2019,2,Michael,Noah Fant,TE,BE,7.3,7.82
2019,2,Michael,Peyton Barber,RB,BE,15.9,7.73
2019,2,Michael,Albert Wilson,WR,BE,0.0,0.0
2019,2,Michael,Parris Campbell,WR,BE,8.2,4.54
2019,2,Nathan,Julio Jones,WR,WR,27.6,19.13
2019,2,Nathan,Antonio Brown,WR,WR,16.1,13.3
2019,2,Nathan,Kerryon Johnson,RB,RB,16.8,14.52
2019,2,Nathan,Damien Williams,RB,RB/WR/TE,8.6,13.89
2019,2,Nathan,A.J. Green,WR,BE,0.0,0.0
2019,2,Nathan,Austin Ekeler,RB,RB,23.3,16.79
2019,2,Nathan,Matt Breida,RB,BE,14.2,12.74
2019,2,Nathan,Latavius Murray,RB,BE,3.3,7.98
2019,2,Nathan,Marvin Jones Jr.,WR,BE,9.3,10.81
2019,2,Nathan,Carson Wentz,QB,QB,17.54,20.08
2019,2,Nathan,Jamison Crowder,WR,BE,8.0,11.91
2019,2,Nathan,Cairo Santos,K,K,5.0,8.33
2019,2,Nathan,Mark Andrews,TE,TE,25.2,9.51
2019,2,Nathan,Chris Conley,WR,BE,11.3,10.13
2019,2,Nathan,Cowboys D/ST,D/ST,D/ST,3.0,6.77
2019,2,Nathan,Vernon Davis,TE,BE,5.9,8.04
2019,2,Andrew,David Johnson,RB,RB,8.4,17.84
2019,2,Andrew,Mike Evans,WR,WR,10.1,14.02
2019,2,Andrew,Dalvin Cook,RB,RB,28.1,15.9
2019,2,Andrew,Aaron Rodgers,QB,BE,14.36,17.15
2019,2,Andrew,Tyler Lockett,WR,BE,17.9,12.07
2019,2,Andrew,Jared Cook,TE,TE,4.5,10.48
2019,2,Andrew,Sammy Watkins,WR,WR,10.9,15.64
2019,2,Andrew,Tyler Boyd,WR,RB/WR/TE,22.2,12.86
2019,2,Andrew,Tom Brady,QB,QB,24.66,20.0
2019,2,Andrew,Adam Vinatieri,K,BE,1.0,7.27
2019,2,Andrew,Saints D/ST,D/ST,D/ST,4.0,5.25
2019,2,Andrew,Vance McDonald,TE,BE,22.8,9.09
2019,2,Andrew,Dion Lewis,RB,BE,2.4,8.06
2019,2,Andrew,Michael Gallup,WR,BE,12.8,10.32
2019,2,Andrew,Kyle Rudolph,TE,BE,3.9,7.6
2019,2,Andrew,Matt Prater,K,K,0.0,8.74
2019,2,Noah,Alvin Kamara,RB,RB,7.0,20.83
2019,2,Noah,Travis Kelce,TE,TE,23.7,20.14
2019,2,Noah,Keenan Allen,WR,WR,17.8,18.39
2019,2,Noah,Melvin Gordon III,RB,BE,0.0,0.0
2019,2,Noah,Alshon Jeffery,WR,WR,0.0,13.01
2019,2,Noah,Matt Ryan,QB,BE,19.1,19.26
2019,2,Noah,Sterling Shepard,WR,BE,0.0,0.0
2019,2,Noah,Rams D/ST,D/ST,BE,9.0,4.92
2019,2,Noah,Ka'imi Fairbairn,K,K,7.0,9.26
2019,2,Noah,Lamar Jackson,QB,QB,30.88,19.89
2019,2,Noah,James Washington,WR,BE,4.3,8.82
2019,2,Noah,Josh Gordon,WR,RB/WR/TE,3.9,11.59
2019,2,Noah,Justin Jackson,RB,BE,7.4,9.21
2019,2,Noah,Duke Johnson,RB,RB,3.1,11.76
2019,2,Noah,Malcolm Brown,RB,BE,5.7,7.53
2019,2,Noah,Titans D/ST,D/ST,D/ST,9.0,6.47
2019,2,Haris,Le'Veon Bell,RB,RB,20.9,19.12
2019,2,Haris,Ezekiel Elliott,RB,RB,20.0,21.7
2019,2,Haris,Amari Cooper,WR,WR,14.4,14.05
2019,2,Haris,Jarvis Landry,WR,WR,6.2,11.91
2019,2,Haris,William Fuller V,WR,RB/WR/TE,8.0,8.99
2019,2,Haris,Baker Mayfield,QB,BE,15.0,17.78
2019,2,Haris,Dak Prescott,QB,QB,27.66,19.46
2019,2,Haris,Austin Hooper,TE,TE,7.4,9.77
2019,2,Haris,Nyheim Miller-Hines,RB,BE,2.4,7.35
2019,2,Haris,Alexander Mattison,RB,BE,2.5,3.26
2019,2,Haris,Royce Freeman,RB,BE,15.2,9.67
2019,2,Haris,Benny Snell Jr.,RB,BE,2.3,2.67
2019,2,Haris,Marquez Valdes-Scantling,WR,BE,4.9,8.79
2019,2,Haris,Browns D/ST,D/ST,BE,12.0,6.47
2019,2,Haris,Brett Maher,K,K,7.0,7.86
2019,2,Haris,Texans D/ST,D/ST,D/ST,11.0,7.64
2019,3,McGwire,Saquon Barkley,RB,RB,7.7,20.73
2019,3,McGwire,Adam Thielen,WR,WR,20.6,14.32
2019,3,McGwire,Deshaun Watson,QB,QB,25.84,19.0
2019,3,McGwire,T.J. Hockenson,TE,TE,1.1,9.07
2019,3,McGwire,Mike Williams,WR,RB/WR/TE,7.5,11.88
2019,3,McGwire,Jordan Reed,TE,BE,0.0,0.0
2019,3,McGwire,Bills D/ST,D/ST,D/ST,11.0,8.01
2019,3,McGwire,Justin Tucker,K,K,4.0,8.41
2019,3,McGwire,Hollywood Brown,WR,WR,6.9,12.95
2019,3,McGwire,Jimmy Garoppolo,QB,BE,9.38,15.6
2019,3,McGwire,Cole Beasley,WR,BE,14.8,8.28
2019,3,McGwire,Leonard Fournette,RB,RB,15.2,16.58
2019,3,McGwire,Matthew Stafford,QB,BE,12.14,15.52
2019,3,McGwire,Dallas Goedert,TE,BE,0.0,6.92
2019,3,McGwire,Danny Amendola,WR,BE,7.7,8.85
2019,3,McGwire,Curtis Samuel,WR,BE,16.3,11.0
2019,3,Klapp,Todd Gurley II,RB,RB,4.3,14.85
2019,3,Klapp,Tyreek Hill,WR,BE,0.0,0.0
2019,3,Klapp,Stefon Diggs,WR,WR,4.5,12.48
2019,3,Klapp,George Kittle,TE,TE,11.7,14.08
2019,3,Klapp,Marlon Mack,RB,RB,16.8,13.97
2019,3,Klapp,Tarik Cohen,RB,BE,4.4,11.24
2019,3,Klapp,Russell Wilson,QB,QB,41.34,17.98
2019,3,Klapp,Bears D/ST,D/ST,D/ST,20.0,7.13
2019,3,Klapp,Wil Lutz,K,K,3.0,6.36
2019,3,Klapp,Robbie Chosen,WR,WR,4.1,10.01
2019,3,Klapp,Adrian Peterson,RB,BE,4.4,8.72
2019,3,Klapp,Golden Tate,WR,BE,0.0,0.0
2019,3,Klapp,Darren Waller,TE,RB/WR/TE,27.1,10.67
2019,3,Klapp,Devin Singletary,RB,BE,0.0,0.0
2019,3,Klapp,A.J. Brown,WR,BE,1.4,8.41
2019,3,Klapp,Ted Ginn Jr.,WR,BE,3.5,8.61
2019,3,Zach,Odell Beckham Jr.,WR,WR,11.6,18.42
2019,3,Zach,James Conner,RB,RB,7.7,14.58
2019,3,Zach,Robert Woods,WR,RB/WR/TE,8.8,12.76
2019,3,Zach,Mark Ingram II,RB,RB,35.5,11.08
2019,3,Zach,James White,RB,BE,0.0,0.0
2019,3,Zach,Kenny Golladay,WR,WR,3.7,14.66
2019,3,Zach,LeSean McCoy,RB,BE,23.0,11.88
2019,3,Zach,Jared Goff,QB,QB,14.12,16.77
2019,3,Zach,Jimmy Graham,TE,TE,0.0,7.65
2019,3,Zach,DeSean Jackson,WR,BE,0.0,0.0
2019,3,Zach,Robbie Gould,K,K,6.0,8.61
2019,3,Zach,Keke Coutee,WR,BE,0.0,8.62
2019,3,Zach,DeVante Parker,WR,BE,8.6,9.53
2019,3,Zach,Marquise Goodwin,WR,BE,6.1,6.51
