Year,Week,Home Team,Home Player,Home Player Points,Position,Away Player Points,Away Player,Away Team
2020,10,Nathan,Drew Brees,6.94,QB,14.66,Tua Tagovailoa,Noah
2020,10,Nathan,Alvin Kamara,34.8,RB1,11.9,Derrick Henry,Noah
2020,10,Nathan,Kenyan Drake,9.9,RB2,8.4,Mike Davis,Noah
2020,10,Nathan,Stefon Diggs,25.3,WR1,18.6,Davante Adams,Noah
2020,10,Nathan,Tyler Boyd,10.1,WR2,11.6,Tyler Lockett,Noah
2020,10,Nathan,Jonnu Smith,9.5,TE,6.7,Darren Waller,Noah
2020,10,Nathan,Travis Fulgham,1.8,FLEX,20.3,Adam Thielen,Noah
2020,10,Nathan,Colts D/ST,12.0,D/ST,4.0,Giants D/ST,Noah
2020,10,Nathan,Chris Boswell,14.0,K,15.0,Daniel Carlson,Noah
2020,11,Andrew,Cam Newton,19.2,QB,16.54,Lamar Jackson,Nathan
2020,11,Andrew,Dalvin Cook,25.0,RB1,16.0,Kenyan Drake,Nathan
2020,11,Andrew,Kareem Hunt,9.1,RB2,10.5,Alvin Kamara,Nathan
2020,11,Andrew,DeAndre Hopkins,10.1,WR1,17.5,Tyler Boyd,Nathan
2020,11,Andrew,JuJu Smith-Schuster,5.9,WR2,13.8,Antonio Brown,Nathan
2020,11,Andrew,Hunter Henry,14.8,TE,12.0,Jonnu Smith,Nathan
2020,11,Andrew,Todd Gurley II,3.9,FLEX,1.8,Travis Fulgham,Nathan
2020,11,Andrew,Ravens D/ST,0.0,D/ST,10.0,Chargers D/ST,Nathan
2020,11,Andrew,Harrison Butker,5.0,K,10.0,Chris Boswell,Nathan
2020,11,Ethan,Justin Herbert,27.74,QB,20.26,Kyler Murray,Carter
2020,11,Ethan,Damien Harris,12.4,RB1,12.9,James Conner,Carter
2020,11,Ethan,James Robinson,11.4,RB2,3.2,Rex Burkhead,Carter
2020,11,Ethan,Mike Williams,17.2,WR1,34.5,Keenan Allen,Carter
2020,11,Ethan,Terry McLaurin,13.4,WR2,14.0,William Fuller V,Carter
2020,11,Ethan,Travis Kelce,26.86,TE,1.6,Jared Cook,Carter
2020,11,Ethan,Jakobi Meyers,6.8,FLEX,15.9,Chase Claypool,Carter
2020,11,Ethan,Saints D/ST,17.0,D/ST,13.0,Commanders D/ST,Carter
2020,11,Ethan,Ryan Succop,6.0,K,10.0,Joey Slye,Carter
2020,11,Haris,Patrick Mahomes,21.52,QB,31.36,Deshaun Watson,Michael
2020,11,Haris,Ezekiel Elliott,19.4,RB1,20.7,Clyde Edwards-Helaire,Michael
2020,11,Haris,Le'Veon Bell,10.6,RB2,13.4,Josh Jacobs,Michael
2020,11,Haris,A.J. Brown,16.2,WR1,23.1,Diontae Johnson,Michael
2020,11,Haris,Jerry Jeudy,6.7,WR2,21.8,DJ Moore,Michael
2020,11,Haris,T.J. Hockenson,10.8,TE,6.3,Austin Hooper,Michael
2020,11,Haris,CeeDee Lamb,16.6,FLEX,18.1,DeVante Parker,Michael
2020,11,Haris,Steelers D/ST,16.0,D/ST,1.0,Buccaneers D/ST,Michael
2020,11,Haris,Justin Tucker,10.0,K,13.0,Younghoe Koo,Michael
2020,11,Noah,Tua Tagovailoa,7.32,QB,20.08,Russell Wilson,Dante
2020,11,Noah,Derrick Henry,20.2,RB1,17.1,Aaron Jones Sr.,Dante
2020,11,Noah,Mike Davis,15.9,RB2,11.4,Nick Chubb,Dante
2020,11,Noah,Davante Adams,23.6,WR1,25.5,Cooper Kupp,Dante
2020,11,Noah,Tyler Lockett,21.7,WR2,9.0,Christian Kirk,Dante
2020,11,Noah,Darren Waller,21.8,TE,20.6,Mark Andrews,Dante
2020,11,Noah,Adam Thielen,32.3,FLEX,17.4,Antonio Gibson,Dante
2020,11,Noah,Patriots D/ST,-1.0,D/ST,-1.0,Dolphins D/ST,Dante
2020,11,Noah,Daniel Carlson,7.0,K,5.0,Wil Lutz,Dante
2020,11,Zach,Ben Roethlisberger,16.68,QB,5.28,Matt Ryan,McGwire
2020,11,Zach,Miles Sanders,9.1,RB1,14.1,Kalen Ballage,McGwire
2020,11,Zach,Ronald Jones,2.4,RB2,9.9,J.D. McKissic,McGwire
2020,11,Zach,Robert Woods,30.6,WR1,27.0,Tyreek Hill,McGwire
2020,11,Zach,Michael Thomas,19.4,WR2,5.9,Julio Jones,McGwire
2020,11,Zach,Rob Gronkowski,4.5,TE,24.22,Taysom Hill,McGwire
2020,11,Zach,Brandin Cooks,12.5,FLEX,13.6,DK Metcalf,McGwire
2020,11,Zach,Vikings D/ST,3.0,D/ST,22.0,Browns D/ST,McGwire
2020,11,Zach,Matt Prater,-1.0,K,14.0,Rodrigo Blankenship,McGwire
2020,12,Carter,Kyler Murray,7.9,QB,3.02,Jared Goff,Nathan
2020,12,Carter,Wayne Gallman,18.1,RB1,24.3,Kenyan Drake,Nathan
2020,12,Carter,Jordan Wilkins,8.7,RB2,6.2,Alvin Kamara,Nathan
2020,12,Carter,William Fuller V,35.1,WR1,10.9,Stefon Diggs,Nathan
2020,12,Carter,Keenan Allen,16.0,WR2,4.5,Tyler Boyd,Nathan
2020,12,Carter,Eric Ebron,12.4,TE,0.0,Jonnu Smith,Nathan
2020,12,Carter,Chris Godwin Jr.,17.7,FLEX,12.7,Curtis Samuel,Nathan
2020,12,Carter,Commanders D/ST,17.0,D/ST,-5.0,Colts D/ST,Nathan
2020,12,Carter,Joey Slye,8.0,K,7.0,Chris Boswell,Nathan
2020,12,Dante,Russell Wilson,14.4,QB,15.48,Josh Allen,Andrew
2020,12,Dante,Nick Chubb,26.6,RB1,10.2,Dalvin Cook,Andrew
2020,12,Dante,Aaron Jones Sr.,10.0,RB2,6.2,Kareem Hunt,Andrew
2020,12,Dante,Robbie Chosen,19.4,WR1,17.7,JuJu Smith-Schuster,Andrew
2020,12,Dante,Cooper Kupp,6.1,WR2,10.5,DeAndre Hopkins,Andrew
2020,12,Dante,Mike Gesicki,11.5,TE,13.7,Hunter Henry,Andrew
2020,12,Dante,Michael Thomas,9.1,FLEX,0.0,Todd Gurley II,Andrew
2020,12,Dante,Dolphins D/ST,13.0,D/ST,7.0,Ravens D/ST,Andrew
2020,12,Dante,Wil Lutz,8.0,K,9.0,Harrison Butker,Andrew
2020,12,McGwire,Aaron Rodgers,25.64,QB,31.28,Patrick Mahomes,Haris
2020,12,McGwire,Austin Ekeler,23.9,RB1,2.9,Ezekiel Elliott,Haris
2020,12,McGwire,J.D. McKissic,4.7,RB2,1.9,Darrell Henderson Jr.,Haris
2020,12,McGwire,Tyreek Hill,57.9,WR1,25.8,A.J. Brown,Haris
2020,12,McGwire,DK Metcalf,27.7,WR2,6.7,Laviska Shenault Jr.,Haris
2020,12,McGwire,Dallas Goedert,20.5,TE,13.9,T.J. Hockenson,Haris
2020,12,McGwire,Chase Edmonds,8.3,FLEX,7.1,CeeDee Lamb,Haris
2020,12,McGwire,Browns D/ST,-1.0,D/ST,16.0,Steelers D/ST,Haris
2020,12,McGwire,Rodrigo Blankenship,2.0,K,2.0,Justin Tucker,Haris
2020,12,Michael,Deshaun Watson,33.12,QB,16.44,Justin Herbert,Ethan
2020,12,Michael,Josh Jacobs,5.4,RB1,26.9,James Robinson,Ethan
2020,12,Michael,Clyde Edwards-Helaire,4.9,RB2,17.3,Ronald Jones,Ethan
2020,12,Michael,Diontae Johnson,12.6,WR1,20.0,Mike Evans,Ethan
2020,12,Michael,DJ Moore,10.1,WR2,16.2,Terry McLaurin,Ethan
2020,12,Michael,Austin Hooper,9.3,TE,16.2,Travis Kelce,Ethan
2020,12,Michael,DeVante Parker,19.9,FLEX,10.4,Nelson Agholor,Ethan
2020,12,Michael,Rams D/ST,15.0,D/ST,14.0,Saints D/ST,Ethan
2020,12,Michael,Younghoe Koo,21.0,K,6.0,Ryan Succop,Ethan
2020,12,Zach,Tom Brady,21.7,QB,19.28,Ryan Fitzpatrick,Noah
2020,12,Zach,Antonio Gibson,36.6,RB1,38.5,Derrick Henry,Noah
2020,12,Zach,Miles Sanders,6.2,RB2,10.9,Mike Davis,Noah
2020,12,Zach,Robert Woods,15.8,WR1,18.1,Davante Adams,Noah
2020,12,Zach,Brandin Cooks,13.5,WR2,5.3,Tyler Lockett,Noah
2020,12,Zach,Rob Gronkowski,16.6,TE,6.3,Darren Waller,Noah
2020,12,Zach,Allen Robinson,27.4,FLEX,13.9,Chris Carson,Noah
2020,12,Zach,Seahawks D/ST,11.0,D/ST,14.0,Packers D/ST,Noah
2020,12,Zach,Matt Prater,5.0,K,6.0,Daniel Carlson,Noah
2020,13,Andrew,Josh Allen,30.1,QB,21.4,Kirk Cousins,Zach
2020,13,Andrew,Dalvin Cook,23.9,RB1,3.1,Miles Sanders,Zach
2020,13,Andrew,Kareem Hunt,8.7,RB2,1.4,Antonio Gibson,Zach
2020,13,Andrew,DeAndre Hopkins,19.2,WR1,18.5,Robert Woods,Zach
2020,13,Andrew,JuJu Smith-Schuster,9.8,WR2,11.5,Brandin Cooks,Zach
2020,13,Andrew,Hunter Henry,1.5,TE,12.2,Jordan Reed,Zach
2020,13,Andrew,Deebo Samuel,13.6,FLEX,13.5,Allen Robinson,Zach
2020,13,Andrew,Ravens D/ST,3.0,D/ST,13.0,Seahawks D/ST,Zach
2020,13,Andrew,Harrison Butker,17.0,K,4.0,Matt Prater,Zach
2020,13,Ethan,Justin Herbert,4.36,QB,23.5,Aaron Rodgers,McGwire
2020,13,Ethan,James Robinson,22.8,RB1,10.8,Austin Ekeler,McGwire
2020,13,Ethan,Devontae Booker,6.1,RB2,4.9,Giovani Bernard,McGwire
2020,13,Ethan,Nelson Agholor,7.8,WR1,14.8,Tyreek Hill,McGwire
2020,13,Ethan,Terry McLaurin,3.4,WR2,13.0,DK Metcalf,McGwire
2020,13,Ethan,Travis Kelce,27.6,TE,11.6,Dallas Goedert,McGwire
2020,13,Ethan,Michael Pittman Jr.,9.6,FLEX,15.4,Julio Jones,McGwire
2020,13,Ethan,Saints D/ST,6.0,D/ST,-2.0,Bears D/ST,McGwire
2020,13,Ethan,Jason Sanders,14.0,K,7.0,Rodrigo Blankenship,McGwire
2020,13,Haris,Patrick Mahomes,19.32,QB,24.14,Jared Goff,Noah
2020,13,Haris,Darrell Henderson Jr.,15.4,RB1,20.0,Chris Carson,Noah
2020,13,Haris,Ezekiel Elliott,13.5,RB2,5.9,Derrick Henry,Noah
2020,13,Haris,Laviska Shenault Jr.,15.8,WR1,34.1,Davante Adams,Noah
2020,13,Haris,A.J. Brown,10.7,WR2,12.3,Tyler Lockett,Noah
2020,13,Haris,T.J. Hockenson,15.4,TE,45.0,Darren Waller,Noah
2020,13,Haris,CeeDee Lamb,10.6,FLEX,21.5,Adam Thielen,Noah
2020,13,Haris,Steelers D/ST,3.0,D/ST,12.0,Packers D/ST,Noah
2020,13,Haris,Justin Tucker,9.0,K,8.0,Daniel Carlson,Noah
2020,13,Michael,Deshaun Watson,19.44,QB,16.42,Kyler Murray,Carter
2020,13,Michael,James White,3.1,RB1,13.5,Wayne Gallman,Carter
2020,13,Michael,Clyde Edwards-Helaire,0.0,RB2,3.0,Benny Snell Jr.,Carter
2020,13,Michael,Diontae Johnson,21.1,WR1,27.3,Justin Jefferson,Carter
2020,13,Michael,DeVante Parker,7.5,WR2,9.8,Keenan Allen,Carter
2020,13,Michael,Austin Hooper,4.4,TE,13.8,Eric Ebron,Carter
2020,13,Michael,Calvin Ridley,15.8,FLEX,5.8,Chase Claypool,Carter
2020,13,Michael,Rams D/ST,13.0,D/ST,3.0,Commanders D/ST,Carter
2020,13,Michael,Younghoe Koo,12.0,K,10.0,Tyler Bass,Carter
2020,13,Nathan,Mitchell Trubisky,13.28,QB,15.02,Russell Wilson,Dante
2020,13,Nathan,David Montgomery,27.1,RB1,23.8,Aaron Jones Sr.,Dante
2020,13,Nathan,Alvin Kamara,17.7,RB2,17.6,Nick Chubb,Dante
2020,13,Nathan,Stefon Diggs,19.2,WR1,19.5,Michael Thomas,Dante
2020,13,Nathan,Amari Cooper,16.3,WR2,15.3,Cooper Kupp,Dante
2020,13,Nathan,Dalton Schultz,8.4,TE,23.8,Mike Gesicki,Dante
2020,13,Nathan,Myles Gaskin,14.1,FLEX,5.3,Raheem Mostert,Dante
2020,13,Nathan,Colts D/ST,12.0,D/ST,16.0,Dolphins D/ST,Dante
2020,13,Nathan,Jason Myers,4.0,K,2.0,Wil Lutz,Dante
2020,14,Dante,Russell Wilson,22.14,QB,18.46,Kyler Murray,Carter
2020,14,Dante,Nick Chubb,24.3,RB1,10.3,Wayne Gallman,Carter
2020,14,Dante,Aaron Jones Sr.,9.5,RB2,1.8,James Conner,Carter
2020,14,Dante,Michael Thomas,16.4,WR1,20.2,Keenan Allen,Carter
2020,14,Dante,Cooper Kupp,14.3,WR2,9.9,Justin Jefferson,Carter
2020,14,Dante,Mark Andrews,12.8,TE,7.0,Eric Ebron,Carter
2020,14,Dante,Robbie Chosen,17.7,FLEX,4.5,Chris Godwin Jr.,Carter
2020,14,Dante,Panthers D/ST,1.0,D/ST,23.0,Commanders D/ST,Carter
2020,14,Dante,Wil Lutz,1.0,K,8.0,Tyler Bass,Carter
2020,14,Ethan,Justin Herbert,15.72,QB,,,
2020,14,Ethan,Ronald Jones,15.4,RB1,,,
2020,14,Ethan,James Robinson,12.3,RB2,,,
2020,14,Ethan,Corey Davis,4.4,WR2,,,
2020,14,Ethan,Terry McLaurin,4.4,WR1,,,
2020,14,Ethan,Travis Kelce,27.6,TE,,,
2020,14,Ethan,Mike Evans,8.6,FLEX,,,
2020,14,Ethan,Saints D/ST,-1.0,D/ST,,,
2020,14,Ethan,Ryan Succop,9.0,K,,,
2020,14,Michael,Deshaun Watson,16.56,QB,,,
2020,14,Michael,D'Andre Swift,15.0,RB1,,,
2020,14,Michael,Clyde Edwards-Helaire,14.1,RB2,,,
2020,14,Michael,Diontae Johnson,8.0,WR1,,,
2020,14,Michael,DeVante Parker,0.0,WR2,,,
2020,14,Michael,Austin Hooper,0.0,TE,,,
2020,14,Michael,Calvin Ridley,26.4,FLEX,,,
2020,14,Michael,Buccaneers D/ST,9.0,D/ST,,,
2020,14,Michael,Younghoe Koo,6.0,K,,,
2020,14,Noah,Jared Goff,14.58,QB,18.32,Josh Allen,Andrew
2020,14,Noah,Derrick Henry,36.2,RB1,29.0,Kareem Hunt,Andrew
2020,14,Noah,Chris Carson,18.8,RB2,19.0,Dalvin Cook,Andrew
2020,14,Noah,Davante Adams,24.5,WR1,22.6,DeAndre Hopkins,Andrew
2020,14,Noah,Tyler Lockett,10.2,WR2,17.5,JuJu Smith-Schuster,Andrew
2020,14,Noah,Darren Waller,14.5,TE,10.1,Hunter Henry,Andrew
2020,14,Noah,Adam Thielen,6.9,FLEX,0.9,Deebo Samuel,Andrew
2020,14,Noah,Packers D/ST,6.0,D/ST,-2.0,Ravens D/ST,Andrew
2020,14,Noah,Daniel Carlson,9.0,K,8.0,Harrison Butker,Andrew
2020,15,Ethan,Justin Herbert,27.96,QB,15.26,Jared Goff,Noah
2020,15,Ethan,James Robinson,14.3,RB1,25.2,Derrick Henry,Noah
2020,15,Ethan,Jeff Wilson Jr.,12.0,RB2,8.9,Chris Carson,Noah
2020,15,Ethan,Corey Davis,21.0,WR1,11.2,Davante Adams,Noah
2020,15,Ethan,Terry McLaurin,14.7,WR2,9.1,Adam Thielen,Noah
2020,15,Ethan,Travis Kelce,22.8,TE,30.0,Darren Waller,Noah
2020,15,Ethan,Mike Evans,17.0,FLEX,19.5,Jonathan Taylor,Noah
2020,15,Ethan,Cardinals D/ST,9.0,D/ST,5.0,Packers D/ST,Noah
2020,15,Ethan,Ryan Succop,7.0,K,9.0,Daniel Carlson,Noah
2020,15,Michael,Deshaun Watson,23.42,QB,12.04,Russell Wilson,Dante
2020,15,Michael,D'Andre Swift,22.2,RB1,24.8,Aaron Jones Sr.,Dante
2020,15,Michael,Clyde Edwards-Helaire,9.3,RB2,14.6,Nick Chubb,Dante
2020,15,Michael,Calvin Ridley,32.3,WR1,11.1,T.Y. Hilton,Dante
2020,15,Michael,Diontae Johnson,19.9,WR2,8.9,Cooper Kupp,Dante
2020,15,Michael,Robert Tonyan,10.8,TE,17.6,Mark Andrews,Dante
2020,15,Michael,Darius Slayton,11.4,FLEX,19.2,Cole Beasley,Dante
2020,15,Michael,Rams D/ST,4.0,D/ST,8.0,Dolphins D/ST,Dante
2020,15,Michael,Younghoe Koo,11.0,K,3.0,Wil Lutz,Dante
2020,16,Ethan,Ryan Tannehill,16.34,QB,26.76,Deshaun Watson,Michael
2020,16,Ethan,Jeff Wilson Jr.,27.4,RB1,9.0,D'Andre Swift,Michael
2020,16,Ethan,Melvin Gordon III,7.9,RB2,6.9,Josh Jacobs,Michael
2020,16,Ethan,Mike Evans,40.1,WR1,21.6,Diontae Johnson,Michael
2020,16,Ethan,Corey Davis,0.0,WR2,17.3,Calvin Ridley,Michael
2020,16,Ethan,Travis Kelce,22.8,TE,2.7,Robert Tonyan,Michael
2020,16,Ethan,Leonard Fournette,15.6,FLEX,8.7,DJ Moore,Michael
2020,16,Ethan,Saints D/ST,0.0,D/ST,7.0,Rams D/ST,Michael
2020,16,Ethan,Greg Zuerlein,13.0,K,1.0,Younghoe Koo,Michael
2021,1,Carter,Lamar Jackson,18.0,QB,33.28,Patrick Mahomes,Noah
2021,1,Carter,Derrick Henry,10.7,RB1,17.0,Josh Jacobs,Noah
2021,1,Carter,James Robinson,8.4,RB2,3.7,Saquon Barkley,Noah
2021,1,Carter,DK Metcalf,16.0,WR1,37.1,Tyreek Hill,Noah
2021,1,Carter,A.J. Brown,14.9,WR2,15.8,Tee Higgins,Noah
2021,1,Carter,T.J. Hockenson,25.7,TE,26.5,Darren Waller,Noah
2021,1,Carter,Laviska Shenault Jr.,12.9,FLEX,10.4,Kenny Golladay,Noah
2021,1,Carter,Bills D/ST,4.0,D/ST,7.0,Patriots D/ST,Noah
2021,1,Carter,Rodrigo Blankenship,4.0,K,4.0,Jason Myers,Noah
2021,1,Dante,Ryan Tannehill,14.18,QB,33.56,Kyler Murray,Michael
2021,1,Dante,Alvin Kamara,18.1,RB1,20.4,Dalvin Cook,Michael
2021,1,Dante,Miles Sanders,17.3,RB2,10.2,Clyde Edwards-Helaire,Michael
2021,1,Dante,Tyler Lockett,26.0,WR1,26.3,DeAndre Hopkins,Michael
2021,1,Dante,Calvin Ridley,10.1,WR2,23.5,Chris Godwin Jr.,Michael
2021,1,Dante,Gerald Everett,10.0,TE,12.2,Noah Fant,Michael
2021,1,Dante,Diontae Johnson,14.6,FLEX,15.4,DJ Moore,Michael
2021,1,Dante,Commanders D/ST,1.0,D/ST,8.0,Rams D/ST,Michael
2021,1,Dante,Matt Gay,12.0,K,10.0,Harrison Butker,Michael
2021,1,Haris,Justin Herbert,13.38,QB,1.32,Aaron Rodgers,Andrew
2021,1,Haris,Nick Chubb,22.1,RB1,11.7,Austin Ekeler,Andrew
2021,1,Haris,Jonathan Taylor,17.6,RB2,4.2,Aaron Jones Sr.,Andrew
2021,1,Haris,Amari Cooper,38.9,WR1,12.4,Robert Woods,Andrew
2021,1,Haris,CeeDee Lamb,23.4,WR2,5.4,Mike Evans,Andrew
2021,1,Haris,Logan Thomas,12.0,TE,5.0,Mark Andrews,Andrew
2021,1,Haris,Cooper Kupp,23.8,FLEX,7.6,Michael Gallup,Andrew
2021,1,Haris,Cowboys D/ST,4.0,D/ST,7.0,Broncos D/ST,Andrew
2021,1,Haris,Greg Zuerlein,10.0,K,1.0,Graham Gano,Andrew
2021,1,McGwire,Russell Wilson,27.06,QB,27.42,Dak Prescott,Ethan
2021,1,McGwire,David Montgomery,18.8,RB1,11.8,Antonio Gibson,Ethan
2021,1,McGwire,Chris Carson,12.7,RB2,5.9,Ezekiel Elliott,Ethan
2021,1,McGwire,Stefon Diggs,15.9,WR1,19.0,Keenan Allen,Ethan
2021,1,McGwire,Davante Adams,10.6,WR2,9.5,Allen Robinson,Ethan
2021,1,McGwire,Robert Tonyan,2.8,TE,7.1,Kyle Pitts Sr.,Ethan
2021,1,McGwire,Adam Thielen,30.2,FLEX,2.0,Raheem Mostert,Ethan
2021,1,McGwire,Ravens D/ST,-1.0,D/ST,5.0,Dolphins D/ST,Ethan
2021,1,McGwire,Justin Tucker,11.0,K,6.0,Younghoe Koo,Ethan
2021,1,Zach,Josh Allen,17.2,QB,27.16,Tom Brady,Nathan
2021,1,Zach,Christian McCaffrey,27.7,RB1,25.0,Joe Mixon,Nathan
2021,1,Zach,Chase Edmonds,14.6,RB2,5.9,Najee Harris,Nathan
2021,1,Zach,Justin Jefferson,12.54,WR1,10.2,Terry McLaurin,Nathan
2021,1,Zach,Julio Jones,5.9,WR2,0.0,Brandon Aiyuk,Nathan
2021,1,Zach,George Kittle,11.8,TE,25.6,Travis Kelce,Nathan
2021,1,Zach,Tyler Boyd,6.2,FLEX,12.7,Robbie Chosen,Nathan
2021,1,Zach,49ers D/ST,7.0,D/ST,13.0,Steelers D/ST,Nathan
2021,1,Zach,Jason Sanders,6.0,K,9.0,Brandon McManus,Nathan
2021,2,Andrew,Aaron Rodgers,26.8,QB,23.32,Russell Wilson,McGwire
2021,2,Andrew,Aaron Jones Sr.,41.5,RB1,15.1,Chris Carson,McGwire
2021,2,Andrew,Austin Ekeler,22.5,RB2,10.9,David Montgomery,McGwire
2021,2,Andrew,Mike Evans,24.5,WR1,20.1,Davante Adams,McGwire
2021,2,Andrew,Robert Woods,12.0,WR2,16.0,Stefon Diggs,McGwire
2021,2,Andrew,Mark Andrews,10.7,TE,14.2,Robert Tonyan,McGwire
2021,2,Andrew,Brandin Cooks,22.8,FLEX,15.9,Adam Thielen,McGwire
2021,2,Andrew,Broncos D/ST,11.0,D/ST,5.0,Saints D/ST,McGwire
2021,2,Andrew,Graham Gano,22.0,K,7.0,Justin Tucker,McGwire
2021,2,Carter,Matthew Stafford,17.22,QB,14.72,Justin Herbert,Haris
2021,2,Carter,Derrick Henry,47.7,RB1,16.8,Nick Chubb,Haris
2021,2,Carter,James Robinson,9.4,RB2,6.3,Jonathan Taylor,Haris
2021,2,Carter,Ja'Marr Chase,13.4,WR1,17.4,CeeDee Lamb,Haris
2021,2,Carter,DK Metcalf,11.3,WR2,5.4,Amari Cooper,Haris
2021,2,Carter,T.J. Hockenson,20.6,TE,9.5,Logan Thomas,Haris
2021,2,Carter,A.J. Brown,7.3,FLEX,36.8,Cooper Kupp,Haris
2021,2,Carter,Bills D/ST,19.0,D/ST,4.0,Cowboys D/ST,Haris
2021,2,Carter,Rodrigo Blankenship,12.0,K,10.0,Greg Zuerlein,Haris
2021,2,Michael,Kyler Murray,33.1,QB,16.66,Josh Allen,Zach
2021,2,Michael,Dalvin Cook,16.8,RB1,24.7,Christian McCaffrey,Zach
2021,2,Michael,Clyde Edwards-Helaire,2.6,RB2,12.5,Chase Edmonds,Zach
2021,2,Michael,Chris Godwin Jr.,16.2,WR1,18.8,Julio Jones,Zach
2021,2,Michael,DeAndre Hopkins,15.4,WR2,18.5,Justin Jefferson,Zach
2021,2,Michael,Noah Fant,13.3,TE,5.7,George Kittle,Zach
2021,2,Michael,DJ Moore,21.9,FLEX,3.2,Nyheim Miller-Hines,Zach
2021,2,Michael,Rams D/ST,6.0,D/ST,7.0,49ers D/ST,Zach
2021,2,Michael,Harrison Butker,5.0,K,6.0,Robbie Gould,Zach
2021,2,Nathan,Tom Brady,29.64,QB,7.48,Dak Prescott,Ethan
2021,2,Nathan,Najee Harris,19.1,RB1,13.3,Mike Davis,Ethan
2021,2,Nathan,Joe Mixon,8.1,RB2,9.3,Antonio Gibson,Ethan
2021,2,Nathan,Terry McLaurin,27.7,WR1,31.8,Tyler Lockett,Ethan
2021,2,Nathan,Antonio Brown,2.7,WR2,14.8,Keenan Allen,Ethan
2021,2,Nathan,Travis Kelce,23.9,TE,5.8,Jared Cook,Ethan
2021,2,Nathan,Elijah Mitchell,7.3,FLEX,10.4,Allen Robinson,Ethan
2021,2,Nathan,Steelers D/ST,-1.0,D/ST,19.0,Buccaneers D/ST,Ethan
2021,2,Nathan,Brandon McManus,13.0,K,5.0,Younghoe Koo,Ethan
2021,2,Noah,Patrick Mahomes,24.02,QB,21.8,Jalen Hurts,Dante
2021,2,Noah,Darrell Henderson Jr.,17.2,RB1,17.7,Ezekiel Elliott,Dante
2021,2,Noah,Melvin Gordon III,8.9,RB2,7.0,Alvin Kamara,Dante
2021,2,Noah,Tee Higgins,16.0,WR1,19.5,Diontae Johnson,Dante
2021,2,Noah,Tyreek Hill,5.9,WR2,19.3,Calvin Ridley,Dante
2021,2,Noah,Darren Waller,11.5,TE,12.3,Kyle Pitts Sr.,Dante
2021,2,Noah,Kareem Hunt,6.3,FLEX,1.9,Jarvis Landry,Dante
2021,2,Noah,Patriots D/ST,16.0,D/ST,2.0,Commanders D/ST,Dante
2021,2,Noah,Jason Myers,6.0,K,9.0,Matt Gay,Dante
2021,3,Dante,Jalen Hurts,20.54,QB,30.84,Justin Herbert,Haris
2021,3,Dante,Ezekiel Elliott,26.6,RB1,8.4,Nick Chubb,Haris
2021,3,Dante,Alvin Kamara,20.8,RB2,8.2,Jonathan Taylor,Haris
2021,3,Dante,Calvin Ridley,14.1,WR1,9.5,CeeDee Lamb,Haris
2021,3,Dante,Courtland Sutton,8.7,WR2,5.6,Amari Cooper,Haris
2021,3,Dante,Kyle Pitts Sr.,5.5,TE,12.2,Logan Thomas,Haris
2021,3,Dante,Miles Sanders,8.5,FLEX,30.6,Cooper Kupp,Haris
2021,3,Dante,Commanders D/ST,-8.0,D/ST,12.0,Cowboys D/ST,Haris
2021,3,Dante,Matt Gay,11.0,K,5.0,Greg Zuerlein,Haris
2021,3,Ethan,Dak Prescott,20.12,QB,19.04,Aaron Rodgers,Andrew
2021,3,Ethan,Antonio Gibson,17.4,RB1,22.7,Austin Ekeler,Andrew
2021,3,Ethan,Mike Davis,11.0,RB2,17.6,Aaron Jones Sr.,Andrew
2021,3,Ethan,Keenan Allen,19.0,WR1,18.6,Mike Evans,Andrew
2021,3,Ethan,Tyler Lockett,7.1,WR2,6.8,Robert Woods,Andrew
2021,3,Ethan,Rob Gronkowski,9.5,TE,15.9,Mark Andrews,Andrew
2021,3,Ethan,Allen Robinson,4.7,FLEX,20.7,Brandin Cooks,Andrew
2021,3,Ethan,Panthers D/ST,10.0,D/ST,17.0,Broncos D/ST,Andrew
2021,3,Ethan,Daniel Carlson,13.0,K,6.0,Graham Gano,Andrew
2021,3,McGwire,Russell Wilson,16.62,QB,19.28,Lamar Jackson,Carter
2021,3,McGwire,Chris Carson,16.2,RB1,25.4,James Robinson,Carter
2021,3,McGwire,David Montgomery,7.5,RB2,19.4,Derrick Henry,Carter
2021,3,McGwire,Davante Adams,31.2,WR1,22.7,DK Metcalf,Carter
2021,3,McGwire,Stefon Diggs,12.2,WR2,10.2,Deebo Samuel,Carter
2021,3,McGwire,Robert Tonyan,1.6,TE,3.0,T.J. Hockenson,Carter
2021,3,McGwire,Adam Thielen,17.0,FLEX,0.3,A.J. Brown,Carter
2021,3,McGwire,Saints D/ST,19.0,D/ST,6.0,Raiders D/ST,Carter
2021,3,McGwire,Justin Tucker,16.0,K,10.0,Rodrigo Blankenship,Carter
2021,3,Michael,Kyler Murray,18.54,QB,28.68,Tom Brady,Nathan
2021,3,Michael,Clyde Edwards-Helaire,16.9,RB1,28.2,Najee Harris,Nathan
2021,3,Michael,Devin Singletary,3.6,RB2,10.4,Joe Mixon,Nathan
2021,3,Michael,Chris Godwin Jr.,19.6,WR1,12.5,Henry Ruggs III,Nathan
2021,3,Michael,DeAndre Hopkins,5.1,WR2,10.2,Terry McLaurin,Nathan
