Year,Week,Home Team,Home Player,Home Player Points,Position,Away Player Points,Away Player,Away Team
2022,3,Dante,Eagles D/ST,17.0,D/ST,8.0,Bills D/ST,Zach
2022,3,Dante,Ryan Succop,8.0,K,9.0,Evan McPherson,Zach
2022,3,Ethan,Tua Tagovailoa,11.44,QB,14.74,Tom Brady,McGwire
2022,3,Ethan,Derrick Henry,25.3,RB1,7.3,Alvin Kamara,McGwire
2022,3,Ethan,Leonard Fournette,12.0,RB2,1.7,Darrell Henderson Jr.,McGwire
2022,3,Ethan,Christian Kirk,19.2,WR1,14.4,Stefon Diggs,McGwire
2022,3,Ethan,Brandin Cooks,4.2,WR2,5.9,Rashod Bateman,McGwire
2022,3,Ethan,Zach Ertz,10.5,TE,6.1,Pat Freiermuth,McGwire
2022,3,Ethan,Gabe Davis,6.7,FLEX,9.9,Michael Thomas,McGwire
2022,3,Ethan,Chargers D/ST,-6.0,D/ST,8.0,Ravens D/ST,McGwire
2022,3,Ethan,Brandon McManus,4.0,K,9.0,Justin Tucker,McGwire
2022,3,Haris,Justin Herbert,12.58,QB,23.0,Joe Burrow,Nathan
2022,3,Haris,Clyde Edwards-Helaire,14.9,RB1,13.6,Dalvin Cook,Nathan
2022,3,Haris,Josh Jacobs,14.7,RB2,6.8,Joe Mixon,Nathan
2022,3,Haris,Cooper Kupp,16.4,WR1,8.5,Mike Williams,Nathan
2022,3,Haris,Garrett Wilson,12.0,WR2,4.3,Allen Robinson,Nathan
2022,3,Haris,Mark Andrews,28.9,TE,4.5,Gerald Everett,Nathan
2022,3,Haris,Adam Thielen,18.1,FLEX,18.1,Dameon Pierce,Nathan
2022,3,Haris,Buccaneers D/ST,6.0,D/ST,10.0,Cowboys D/ST,Nathan
2022,3,Haris,Dustin Hopkins,4.0,K,6.0,Jake Elliott,Nathan
2022,3,Michael,Jalen Hurts,27.6,QB,39.42,Lamar Jackson,Noah
2022,3,Michael,Ezekiel Elliott,14.5,RB1,12.6,Damien Harris,Noah
2022,3,Michael,Jonathan Taylor,12.1,RB2,9.1,Kareem Hunt,Noah
2022,3,Michael,Hollywood Brown,28.0,WR1,12.7,Ja'Marr Chase,Noah
2022,3,Michael,Tee Higgins,14.3,WR2,5.3,Tyreek Hill,Noah
2022,3,Michael,Darren Waller,5.2,TE,13.7,Kyle Pitts Sr.,Noah
2022,3,Michael,Jaylen Waddle,15.1,FLEX,22.7,CeeDee Lamb,Noah
2022,3,Michael,Browns D/ST,10.0,D/ST,1.0,Falcons D/ST,Noah
2022,3,Michael,Greg Joseph,2.0,K,10.0,Daniel Carlson,Noah
2022,3,Tyler,Russell Wilson,9.06,QB,18.3,Kirk Cousins,Kevin
2022,3,Tyler,Austin Ekeler,13.3,RB1,5.8,AJ Dillon,Kevin
2022,3,Tyler,Cam Akers,10.1,RB2,5.4,Miles Sanders,Kevin
2022,3,Tyler,Drake London,14.4,WR1,15.2,Michael Pittman Jr.,Kevin
2022,3,Tyler,Mecole Hardman,1.2,WR2,14.2,Davante Adams,Kevin
2022,3,Tyler,Evan Engram,3.9,TE,17.9,Travis Kelce,Kevin
2022,3,Tyler,A.J. Green,0.0,FLEX,10.4,Noah Brown,Kevin
2022,3,Tyler,Packers D/ST,12.0,D/ST,9.0,49ers D/ST,Kevin
2022,3,Tyler,Nick Folk,10.0,K,6.0,Robbie Gould,Kevin
2022,4,Andrew,Kyler Murray,22.88,QB,16.14,Aaron Rodgers,Dante
2022,4,Andrew,Christian McCaffrey,25.8,RB1,23.9,Jamaal Williams,Dante
2022,4,Andrew,Javonte Williams,3.7,RB2,18.2,Saquon Barkley,Dante
2022,4,Andrew,Mike Evans,30.3,WR1,21.9,DK Metcalf,Dante
2022,4,Andrew,Courtland Sutton,16.2,WR2,14.5,A.J. Brown,Dante
2022,4,Andrew,Tyler Conklin,8.2,TE,39.9,T.J. Hockenson,Dante
2022,4,Andrew,Greg Dortch,1.6,FLEX,20.7,Nick Chubb,Dante
2022,4,Andrew,Giants D/ST,15.0,D/ST,17.0,Eagles D/ST,Dante
2022,4,Andrew,Tyler Bass,11.0,K,8.0,Ryan Succop,Dante
2022,4,Carter,Patrick Mahomes,23.36,QB,2.4,Tua Tagovailoa,Ethan
2022,4,Carter,Cordarrelle Patterson,9.8,RB1,23.7,Derrick Henry,Ethan
2022,4,Carter,James Robinson,2.9,RB2,18.4,Leonard Fournette,Ethan
2022,4,Carter,Justin Jefferson,31.0,WR1,18.7,Brandin Cooks,Ethan
2022,4,Carter,Terry McLaurin,3.5,WR2,8.3,Christian Kirk,Ethan
2022,4,Carter,Dallas Goedert,12.2,TE,16.7,Zach Ertz,Ethan
2022,4,Carter,DeVonta Smith,4.7,FLEX,2.3,Gabe Davis,Ethan
2022,4,Carter,Vikings D/ST,6.0,D/ST,8.0,Chargers D/ST,Ethan
2022,4,Carter,Matt Gay,9.0,K,9.0,Graham Gano,Ethan
2022,4,Kevin,Kirk Cousins,12.92,QB,13.06,Lamar Jackson,Noah
2022,4,Kevin,Miles Sanders,29.6,RB1,11.6,Devin Singletary,Noah
2022,4,Kevin,J.K. Dobbins,22.3,RB2,11.1,Khalil Herbert,Noah
2022,4,Kevin,Davante Adams,19.5,WR1,25.9,Tyreek Hill,Noah
2022,4,Kevin,Michael Pittman Jr.,6.1,WR2,12.1,Ja'Marr Chase,Noah
2022,4,Kevin,Travis Kelce,24.2,TE,3.5,Kyle Pitts Sr.,Noah
2022,4,Kevin,Tyler Boyd,7.62,FLEX,21.7,CeeDee Lamb,Noah
2022,4,Kevin,Robbie Gould,5.0,K,14.0,Daniel Carlson,Noah
2022,4,McGwire,Tom Brady,25.4,QB,15.96,Jalen Hurts,Michael
2022,4,McGwire,Travis Etienne Jr.,3.2,RB1,10.1,Ezekiel Elliott,Michael
2022,4,McGwire,Alvin Kamara,0.0,RB2,3.3,Jonathan Taylor,Michael
2022,4,McGwire,Stefon Diggs,10.2,WR1,25.4,Tee Higgins,Michael
2022,4,McGwire,Diontae Johnson,4.2,WR2,20.8,Hollywood Brown,Michael
2022,4,McGwire,Pat Freiermuth,15.5,TE,5.4,Darren Waller,Michael
2022,4,McGwire,Rashod Bateman,4.7,FLEX,5.9,Jaylen Waddle,Michael
2022,4,McGwire,Steelers D/ST,5.0,D/ST,3.0,Browns D/ST,Michael
2022,4,McGwire,Justin Tucker,11.0,K,18.0,Greg Joseph,Michael
2022,4,Nathan,Joe Burrow,20.08,QB,27.48,Russell Wilson,Tyler
2022,4,Nathan,Joe Mixon,17.4,RB1,34.9,Austin Ekeler,Tyler
2022,4,Nathan,Dalvin Cook,10.6,RB2,1.3,Cam Akers,Tyler
2022,4,Nathan,Mike Williams,19.0,WR1,3.7,Drake London,Tyler
2022,4,Nathan,Amari Cooper,1.9,WR2,1.4,Mecole Hardman,Tyler
2022,4,Nathan,Tyler Higbee,17.3,TE,2.6,Evan Engram,Tyler
2022,4,Nathan,Breece Hall,15.8,FLEX,-0.1,Richie James,Tyler
2022,4,Nathan,Cowboys D/ST,11.0,D/ST,8.0,Packers D/ST,Tyler
2022,4,Nathan,Younghoe Koo,12.0,K,6.0,Nick Folk,Tyler
2022,4,Zach,Josh Allen,23.52,QB,21.1,Justin Herbert,Haris
2022,4,Zach,Rashaad Penny,28.7,RB1,34.5,Josh Jacobs,Haris
2022,4,Zach,Aaron Jones Sr.,14.5,RB2,10.7,James Conner,Haris
2022,4,Zach,Deebo Samuel,23.7,WR1,26.2,Cooper Kupp,Haris
2022,4,Zach,Jerry Jeudy,15.3,WR2,6.1,Garrett Wilson,Haris
2022,4,Zach,George Kittle,4.4,TE,3.5,Mark Andrews,Haris
2022,4,Zach,Josh Reynolds,21.1,FLEX,16.7,Chris Olave,Haris
2022,4,Zach,Bills D/ST,8.0,D/ST,5.0,Colts D/ST,Haris
2022,4,Zach,Evan McPherson,11.0,K,10.0,Dustin Hopkins,Haris
2022,5,Ethan,Trevor Lawrence,10.34,QB,16.88,Aaron Rodgers,Dante
2022,5,Ethan,Leonard Fournette,35.9,RB1,19.6,Saquon Barkley,Dante
2022,5,Ethan,Derrick Henry,27.2,RB2,5.6,Jamaal Williams,Dante
2022,5,Ethan,Chris Godwin Jr.,12.3,WR1,17.8,DK Metcalf,Dante
2022,5,Ethan,Christian Kirk,2.1,WR2,6.2,A.J. Brown,Dante
2022,5,Ethan,Zach Ertz,10.8,TE,1.6,T.J. Hockenson,Dante
2022,5,Ethan,Brandin Cooks,6.0,FLEX,25.4,Nick Chubb,Dante
2022,5,Ethan,Jaguars D/ST,6.0,D/ST,3.0,Eagles D/ST,Dante
2022,5,Ethan,Graham Gano,10.0,K,8.0,Ryan Succop,Dante
2022,5,Haris,Justin Herbert,14.42,QB,16.2,Kyler Murray,Andrew
2022,5,Haris,Josh Jacobs,30.3,RB1,23.4,Christian McCaffrey,Andrew
2022,5,Haris,Clyde Edwards-Helaire,6.5,RB2,19.5,Rhamondre Stevenson,Andrew
2022,5,Haris,Cooper Kupp,25.9,WR1,12.4,Courtland Sutton,Andrew
2022,5,Haris,Adam Thielen,6.7,WR2,12.1,Mike Evans,Andrew
2022,5,Haris,Mark Andrews,22.9,TE,0.0,Tyler Conklin,Andrew
2022,5,Haris,Garrett Wilson,5.7,FLEX,5.8,Amon-Ra St. Brown,Andrew
2022,5,Haris,Buccaneers D/ST,8.0,D/ST,-1.0,Dolphins D/ST,Andrew
2022,5,Haris,Dustin Hopkins,0.0,K,7.0,Tyler Bass,Andrew
2022,5,Michael,Jalen Hurts,27.66,QB,30.48,Patrick Mahomes,Carter
2022,5,Michael,Ezekiel Elliott,7.8,RB1,18.2,David Montgomery,Carter
2022,5,Michael,Rachaad White,7.2,RB2,5.9,James Robinson,Carter
2022,5,Michael,Hollywood Brown,21.8,WR1,30.32,Justin Jefferson,Carter
2022,5,Michael,Tee Higgins,0.0,WR2,12.6,Terry McLaurin,Carter
2022,5,Michael,Darren Waller,0.0,TE,17.5,Dallas Goedert,Carter
2022,5,Michael,Jaylen Waddle,5.3,FLEX,18.7,DeVonta Smith,Carter
2022,5,Michael,Titans D/ST,5.0,D/ST,6.0,Vikings D/ST,Carter
2022,5,Michael,Greg Joseph,1.0,K,3.0,Matt Gay,Carter
2022,5,Nathan,Joe Burrow,17.28,QB,17.94,Derek Carr,Kevin
2022,5,Nathan,Dalvin Cook,26.1,RB1,8.4,Miles Sanders,Kevin
2022,5,Nathan,Joe Mixon,11.8,RB2,4.4,J.K. Dobbins,Kevin
2022,5,Nathan,Mike Williams,23.4,WR1,27.4,Davante Adams,Kevin
2022,5,Nathan,Amari Cooper,20.6,WR2,10.9,Michael Pittman Jr.,Kevin
2022,5,Nathan,Tyler Higbee,11.6,TE,33.5,Travis Kelce,Kevin
2022,5,Nathan,Dameon Pierce,20.3,FLEX,6.2,Tyler Boyd,Kevin
2022,5,Nathan,Cowboys D/ST,22.0,D/ST,15.0,49ers D/ST,Kevin
2022,5,Nathan,Younghoe Koo,0.0,K,6.0,Robbie Gould,Kevin
2022,5,Noah,Lamar Jackson,14.76,QB,19.74,Tom Brady,McGwire
2022,5,Noah,Devin Singletary,5.6,RB1,23.4,Alvin Kamara,McGwire
2022,5,Noah,Damien Harris,2.2,RB2,14.4,Travis Etienne Jr.,McGwire
2022,5,Noah,Tyreek Hill,13.0,WR1,24.2,Stefon Diggs,McGwire
2022,5,Noah,Ja'Marr Chase,12.0,WR2,11.0,Diontae Johnson,McGwire
2022,5,Noah,Will Dissly,4.1,TE,3.2,Pat Freiermuth,McGwire
2022,5,Noah,CeeDee Lamb,10.3,FLEX,5.8,Corey Davis,McGwire
2022,5,Noah,Broncos D/ST,13.0,D/ST,8.0,Ravens D/ST,McGwire
2022,5,Noah,Daniel Carlson,16.0,K,16.0,Justin Tucker,McGwire
2022,5,Tyler,Jared Goff,5.86,QB,35.16,Josh Allen,Zach
2022,5,Tyler,Austin Ekeler,35.9,RB1,19.2,Raheem Mostert,Zach
2022,5,Tyler,Cam Akers,3.3,RB2,10.0,Aaron Jones Sr.,Zach
2022,5,Tyler,Jakobi Meyers,24.1,WR1,11.2,Deebo Samuel,Zach
2022,5,Tyler,Drake London,7.5,WR2,8.3,Jerry Jeudy,Zach
2022,5,Tyler,Evan Engram,12.9,TE,7.7,George Kittle,Zach
2022,5,Tyler,Zay Jones,4.2,FLEX,7.7,Robert Woods,Zach
2022,5,Tyler,Packers D/ST,5.0,D/ST,10.0,Bills D/ST,Zach
2022,5,Tyler,Nick Folk,18.0,K,6.0,Evan McPherson,Zach
2022,6,Andrew,Kyler Murray,14.88,QB,13.52,Daniel Jones,Tyler
2022,6,Andrew,Rhamondre Stevenson,25.1,RB1,24.3,Austin Ekeler,Tyler
2022,6,Andrew,Christian McCaffrey,22.8,RB2,19.0,Kenneth Walker III,Tyler
2022,6,Andrew,Mike Evans,8.2,WR1,10.0,Jakobi Meyers,Tyler
2022,6,Andrew,Courtland Sutton,3.4,WR2,7.0,Drake London,Tyler
2022,6,Andrew,Hayden Hurst,5.1,TE,9.0,Evan Engram,Tyler
2022,6,Andrew,Devin Duvernay,2.4,FLEX,1.8,Randall Cobb,Tyler
2022,6,Andrew,Rams D/ST,10.0,D/ST,4.0,Packers D/ST,Tyler
2022,6,Andrew,Tyler Bass,6.0,K,7.0,Nick Folk,Tyler
2022,6,Carter,Patrick Mahomes,19.62,QB,16.1,Lamar Jackson,Noah
2022,6,Carter,David Montgomery,9.0,RB1,14.7,Devin Singletary,Noah
2022,6,Carter,James Robinson,6.5,RB2,9.5,Eno Benjamin,Noah
2022,6,Carter,Justin Jefferson,16.7,WR1,32.2,Ja'Marr Chase,Noah
2022,6,Carter,Terry McLaurin,8.2,WR2,29.7,Tyreek Hill,Noah
2022,6,Carter,Dallas Goedert,4.2,TE,10.9,Kyle Pitts Sr.,Noah
2022,6,Carter,DeVonta Smith,15.4,FLEX,12.7,CeeDee Lamb,Noah
2022,6,Carter,Vikings D/ST,8.0,D/ST,0.0,Bengals D/ST,Noah
2022,6,Carter,Matt Gay,6.0,K,13.0,Brandon McManus,Noah
2022,6,Dante,Aaron Rodgers,11.84,QB,16.9,Jalen Hurts,Michael
2022,6,Dante,Saquon Barkley,18.5,RB1,15.6,Ezekiel Elliott,Michael
2022,6,Dante,Nick Chubb,8.0,RB2,5.3,Rachaad White,Michael
2022,6,Dante,A.J. Brown,17.7,WR1,11.8,Hollywood Brown,Michael
2022,6,Dante,DK Metcalf,5.4,WR2,10.7,Tee Higgins,Michael
2022,6,Dante,Dawson Knox,12.7,TE,10.5,Noah Fant,Michael
2022,6,Dante,Romeo Doubs,6.1,FLEX,3.7,Tyler Lockett,Michael
2022,6,Dante,Eagles D/ST,7.0,D/ST,4.0,Saints D/ST,Michael
2022,6,Dante,Ryan Succop,14.0,K,4.0,Greg Joseph,Michael
2022,6,Ethan,Trevor Lawrence,24.9,QB,8.42,Justin Herbert,Haris
2022,6,Ethan,Leonard Fournette,22.1,RB1,5.1,Chase Edmonds,Haris
2022,6,Ethan,Jeff Wilson Jr.,0.5,RB2,3.3,Clyde Edwards-Helaire,Haris
2022,6,Ethan,Chris Godwin Jr.,15.5,WR1,16.7,Cooper Kupp,Haris
2022,6,Ethan,Christian Kirk,10.8,WR2,15.6,Adam Thielen,Haris
2022,6,Ethan,Zach Ertz,14.0,TE,23.6,Mark Andrews,Haris
2022,6,Ethan,Gabe Davis,16.4,FLEX,1.8,Garrett Wilson,Haris
2022,6,Ethan,Jaguars D/ST,-4.0,D/ST,4.0,Buccaneers D/ST,Haris
2022,6,Ethan,Graham Gano,6.0,K,10.0,Harrison Butker,Haris
2022,6,Kevin,Kirk Cousins,16.5,QB,13.72,Tom Brady,McGwire
2022,6,Kevin,Miles Sanders,14.2,RB1,18.4,Alvin Kamara,McGwire
2022,6,Kevin,J.K. Dobbins,1.5,RB2,12.8,Travis Etienne Jr.,McGwire
2022,6,Kevin,Michael Pittman Jr.,26.4,WR1,30.8,Stefon Diggs,McGwire
2022,6,Kevin,Alec Pierce,13.9,WR2,8.6,Diontae Johnson,McGwire
2022,6,Kevin,Travis Kelce,19.2,TE,8.8,David Njoku,McGwire
2022,6,Kevin,Taysom Hill,4.54,FLEX,7.2,Corey Davis,McGwire
2022,6,Kevin,49ers D/ST,4.0,D/ST,8.0,Ravens D/ST,McGwire
2022,6,Kevin,Cairo Santos,1.0,K,7.0,Justin Tucker,McGwire
2022,6,Zach,Josh Allen,26.36,QB,32.5,Joe Burrow,Nathan
2022,6,Zach,Aaron Jones Sr.,7.4,RB1,16.8,Joe Mixon,Nathan
2022,6,Zach,Raheem Mostert,5.8,RB2,15.3,Dalvin Cook,Nathan
2022,6,Zach,Allen Lazard,17.6,WR1,14.4,Amari Cooper,Nathan
2022,6,Zach,Deebo Samuel,16.0,WR2,3.7,Mike Williams,Nathan
2022,6,Zach,George Kittle,16.3,TE,1.7,Tyler Higbee,Nathan
2022,6,Zach,Deon Jackson,28.1,FLEX,20.1,Breece Hall,Nathan
2022,6,Zach,Commanders D/ST,11.0,D/ST,6.0,Cowboys D/ST,Nathan
2022,6,Zach,Evan McPherson,8.0,K,4.0,Younghoe Koo,Nathan
2022,7,McGwire,Tom Brady,11.7,QB,26.92,Patrick Mahomes,Carter
2022,7,McGwire,Travis Etienne Jr.,18.9,RB1,12.2,David Montgomery,Carter
2022,7,McGwire,Alvin Kamara,17.5,RB2,0.0,James Robinson,Carter
2022,7,McGwire,Diontae Johnson,9.5,WR1,18.3,Terry McLaurin,Carter
2022,7,McGwire,Rashod Bateman,8.2,WR2,15.2,Brandon Aiyuk,Carter
2022,7,McGwire,David Njoku,14.1,TE,6.2,Robert Tonyan,Carter
2022,7,McGwire,Corey Davis,0.0,FLEX,4.1,Rondale Moore,Carter
2022,7,McGwire,Ravens D/ST,11.0,D/ST,9.0,Colts D/ST,Carter
2022,7,McGwire,Justin Tucker,13.0,K,5.0,Chris Boswell,Carter
2022,7,Michael,Jacoby Brissett,10.12,QB,18.12,Justin Herbert,Haris
2022,7,Michael,Ezekiel Elliott,17.7,RB1,36.5,Josh Jacobs,Haris
2022,7,Michael,Jonathan Taylor,15.5,RB2,9.2,Clyde Edwards-Helaire,Haris
2022,7,Michael,Tee Higgins,14.3,WR1,17.6,Chris Olave,Haris
2022,7,Michael,Hollywood Brown,0.0,WR2,11.1,Donovan Peoples-Jones,Haris
2022,7,Michael,Noah Fant,1.7,TE,0.4,Mark Andrews,Haris
2022,7,Michael,Tyler Lockett,11.5,FLEX,6.4,Garrett Wilson,Haris
2022,7,Michael,Saints D/ST,1.0,D/ST,1.0,Buccaneers D/ST,Haris
2022,7,Michael,Brandon McManus,3.0,K,5.0,Harrison Butker,Haris
2022,7,Nathan,Joe Burrow,39.24,QB,17.16,Kyler Murray,Andrew
2022,7,Nathan,Joe Mixon,18.1,RB1,23.8,Rhamondre Stevenson,Andrew
2022,7,Nathan,Dameon Pierce,15.7,RB2,8.2,Christian McCaffrey,Andrew
2022,7,Nathan,Tyreek Hill,14.2,WR1,18.6,Mike Evans,Andrew
2022,7,Nathan,Amari Cooper,10.4,WR2,5.3,Courtland Sutton,Andrew
2022,7,Nathan,Gerald Everett,11.3,TE,10.8,Hayden Hurst,Andrew
2022,7,Nathan,Breece Hall,13.2,FLEX,1.4,Amon-Ra St. Brown,Andrew
2022,7,Nathan,Cowboys D/ST,19.0,D/ST,6.0,Raiders D/ST,Andrew
2022,7,Nathan,Jason Myers,16.0,K,6.0,Brett Maher,Andrew
2022,7,Noah,Lamar Jackson,10.7,QB,15.76,Aaron Rodgers,Dante
2022,7,Noah,Eno Benjamin,23.3,RB1,17.5,Saquon Barkley,Dante
2022,7,Noah,Tony Pollard,12.9,RB2,11.0,Najee Harris,Dante
2022,7,Noah,Ja'Marr Chase,33.0,WR1,20.3,DeAndre Hopkins,Dante
2022,7,Noah,CeeDee Lamb,10.6,WR2,2.2,DK Metcalf,Dante
2022,7,Noah,Kyle Pitts Sr.,3.9,TE,8.8,T.J. Hockenson,Dante
2022,7,Noah,Curtis Samuel,12.9,FLEX,0.0,Romeo Doubs,Dante
2022,7,Noah,Bengals D/ST,6.0,D/ST,6.0,Jets D/ST,Dante
2022,7,Noah,Daniel Carlson,10.0,K,3.0,Ryan Succop,Dante
2022,7,Tyler,Jared Goff,1.52,QB,15.94,Tua Tagovailoa,Ethan
2022,7,Tyler,Austin Ekeler,36.7,RB1,16.8,Derrick Henry,Ethan
2022,7,Tyler,Kenneth Walker III,28.7,RB2,4.6,Leonard Fournette,Ethan
2022,7,Tyler,Russell Gage Jr.,7.9,WR1,11.5,Chris Godwin Jr.,Ethan
2022,7,Tyler,Keenan Allen,3.1,WR2,8.6,Brandin Cooks,Ethan
2022,7,Tyler,Evan Engram,10.7,TE,6.1,Zach Ertz,Ethan
2022,7,Tyler,Drake London,1.9,FLEX,0.0,Michael Gallup,Ethan
2022,7,Tyler,Packers D/ST,8.0,D/ST,4.0,Patriots D/ST,Ethan
2022,7,Tyler,Nick Folk,2.0,K,11.0,Graham Gano,Ethan
2022,7,Zach,Matt Ryan,9.92,QB,13.54,Derek Carr,Kevin
2022,7,Zach,Aaron Jones Sr.,28.6,RB1,18.7,Nick Chubb,Kevin
2022,7,Zach,Raheem Mostert,20.9,RB2,0.5,Kenyan Drake,Kevin
2022,7,Zach,Allen Lazard,11.5,WR1,17.5,Davante Adams,Kevin
2022,7,Zach,Deebo Samuel,9.4,WR2,9.8,Michael Pittman Jr.,Kevin
2022,7,Zach,George Kittle,21.8,TE,15.8,Travis Kelce,Kevin
2022,7,Zach,Josh Reynolds,1.8,FLEX,6.7,Alec Pierce,Kevin
2022,7,Zach,Broncos D/ST,6.0,D/ST,11.0,Dolphins D/ST,Kevin
2022,7,Zach,Evan McPherson,5.0,K,6.0,Younghoe Koo,Kevin
2022,8,Andrew,Kyler Murray,24.64,QB,17.62,Josh Allen,Zach
2022,8,Andrew,Christian McCaffrey,40.26,RB1,19.7,Aaron Jones Sr.,Zach
2022,8,Andrew,Rhamondre Stevenson,21.3,RB2,7.7,Raheem Mostert,Zach
2022,8,Andrew,Mike Evans,18.3,WR1,18.3,Jerry Jeudy,Zach
2022,8,Andrew,Courtland Sutton,2.3,WR2,9.1,Parris Campbell,Zach
2022,8,Andrew,Hayden Hurst,8.2,TE,12.9,George Kittle,Zach
2022,8,Andrew,Amon-Ra St. Brown,13.9,FLEX,5.0,Darrell Henderson Jr.,Zach
2022,8,Andrew,Jaguars D/ST,5.0,D/ST,4.0,Bills D/ST,Zach
2022,8,Andrew,Brett Maher,7.0,K,0.0,Evan McPherson,Zach
2022,8,Dante,Geno Smith,19.08,QB,17.1,Tom Brady,McGwire
2022,8,Dante,Saquon Barkley,15.2,RB1,42.8,Alvin Kamara,McGwire
2022,8,Dante,Miles Sanders,13.8,RB2,25.2,Travis Etienne Jr.,McGwire
2022,8,Dante,A.J. Brown,39.6,WR1,22.8,Stefon Diggs,McGwire
2022,8,Dante,DeAndre Hopkins,33.9,WR2,0.0,Rashod Bateman,McGwire
2022,8,Dante,T.J. Hockenson,11.0,TE,9.7,Pat Freiermuth,McGwire
2022,8,Dante,Najee Harris,11.96,FLEX,8.5,Diontae Johnson,McGwire
2022,8,Dante,Eagles D/ST,13.0,D/ST,5.0,Ravens D/ST,McGwire
2022,8,Dante,Ryan Succop,10.0,K,8.0,Justin Tucker,McGwire
2022,8,Ethan,Tua Tagovailoa,29.18,QB,13.48,Joe Burrow,Nathan
2022,8,Ethan,Derrick Henry,35.8,RB1,14.1,Dameon Pierce,Nathan
2022,8,Ethan,Leonard Fournette,14.8,RB2,12.9,Joe Mixon,Nathan
2022,8,Ethan,Chris Godwin Jr.,13.5,WR1,31.5,Tyreek Hill,Nathan
2022,8,Ethan,Christian Kirk,7.0,WR2,22.1,Amari Cooper,Nathan
2022,8,Ethan,Zach Ertz,13.4,TE,3.5,Tyler Higbee,Nathan
2022,8,Ethan,Gabe Davis,5.5,FLEX,12.2,Kenneth Walker III,Nathan
2022,8,Ethan,Patriots D/ST,8.0,D/ST,10.0,Cowboys D/ST,Nathan
2022,8,Ethan,Graham Gano,8.0,K,11.0,Jason Myers,Nathan
2022,8,Haris,Daniel Jones,9.04,QB,21.82,Lamar Jackson,Noah
2022,8,Haris,Josh Jacobs,7.4,RB1,25.1,Dalvin Cook,Noah
2022,8,Haris,Chase Edmonds,1.4,RB2,9.3,Devin Singletary,Noah
2022,8,Haris,Cooper Kupp,22.9,WR1,18.8,CeeDee Lamb,Noah
2022,8,Haris,Chris Olave,10.2,WR2,10.9,Curtis Samuel,Noah
2022,8,Haris,Mark Andrews,6.3,TE,19.0,Kyle Pitts Sr.,Noah
2022,8,Haris,Adam Thielen,12.7,FLEX,33.7,Tony Pollard,Noah
2022,8,Haris,Buccaneers D/ST,0.0,D/ST,7.0,Commanders D/ST,Noah
2022,8,Haris,Jake Elliott,5.0,K,0.0,Daniel Carlson,Noah
2022,8,Kevin,Kirk Cousins,23.48,QB,18.64,Jared Goff,Carter
2022,8,Kevin,Nick Chubb,25.4,RB1,14.3,D'Andre Swift,Carter
2022,8,Kevin,Latavius Murray,12.9,RB2,8.5,David Montgomery,Carter
2022,8,Kevin,Michael Pittman Jr.,12.3,WR1,15.8,Justin Jefferson,Carter
2022,8,Kevin,Davante Adams,1.2,WR2,7.3,DeVonta Smith,Carter
2022,8,Kevin,Greg Dulcich,12.7,TE,12.4,Dallas Goedert,Carter
2022,8,Kevin,Tyler Boyd,12.8,FLEX,16.6,Terry McLaurin,Carter
2022,8,Kevin,49ers D/ST,5.0,D/ST,4.0,Colts D/ST,Carter
2022,8,Kevin,Younghoe Koo,14.0,K,10.0,Tyler Bass,Carter
2022,8,Michael,Jalen Hurts,28.4,QB,25.4,Dak Prescott,Tyler
2022,8,Michael,Nyheim Miller-Hines,12.9,RB1,31.8,D'Onta Foreman,Tyler
2022,8,Michael,Jonathan Taylor,5.6,RB2,6.5,Gus Edwards,Tyler
2022,8,Michael,Jaylen Waddle,30.6,WR1,27.5,DJ Moore,Tyler
2022,8,Michael,Tee Higgins,13.9,WR2,21.0,Jakobi Meyers,Tyler
2022,8,Michael,Noah Fant,3.9,TE,12.8,Mike Gesicki,Tyler
2022,8,Michael,Tyler Lockett,15.3,FLEX,7.1,Drake London,Tyler
2022,8,Michael,Titans D/ST,11.0,D/ST,3.0,Falcons D/ST,Tyler
2022,8,Michael,Greg Joseph,3.0,K,21.0,Nick Folk,Tyler
2022,9,Andrew,Kyler Murray,19.0,QB,16.4,Kirk Cousins,Kevin
2022,9,Andrew,Rhamondre Stevenson,16.0,RB1,24.9,Kenyan Drake,Kevin
2022,9,Andrew,Tyler Allgeier,13.3,RB2,6.4,AJ Dillon,Kevin
2022,9,Andrew,Mike Evans,9.0,WR1,36.6,Davante Adams,Kevin
2022,9,Andrew,Devin Duvernay,1.5,WR2,5.2,Michael Pittman Jr.,Kevin
2022,9,Andrew,Hayden Hurst,8.5,TE,20.6,Travis Kelce,Kevin
2022,9,Andrew,Amon-Ra St. Brown,9.5,FLEX,9.4,Tyler Boyd,Kevin
2022,9,Andrew,Bengals D/ST,8.0,D/ST,6.0,Chiefs D/ST,Kevin
2022,9,Andrew,Eddy Pineiro,3.0,K,4.0,Younghoe Koo,Kevin
2022,9,Carter,Patrick Mahomes,34.14,QB,20.8,Geno Smith,Dante
2022,9,Carter,D'Andre Swift,8.0,RB1,15.3,Miles Sanders,Dante
2022,9,Carter,David Montgomery,5.4,RB2,10.1,Jamaal Williams,Dante
2022,9,Carter,Justin Jefferson,25.5,WR1,15.9,A.J. Brown,Dante
2022,9,Carter,DeVonta Smith,4.2,WR2,13.6,DeAndre Hopkins,Dante
2022,9,Carter,Dallas Goedert,24.0,TE,16.0,T.J. Hockenson,Dante
